,preflop_action,board_flop,board_turn,board_river,aggressor_position,postflop_action,evaluation_at,available_moves,pot_size,hero_position,holding,correct_decision
7834,CO/2.3bb/BTN/call,Ks7h2d,Jc,7c,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_9/IP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_18,Turn,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,OOP,KcTc,Raise 58
7835,HJ/2.0bb/BB/call,QcAdKh,3d,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8c/OOP_CHECK/IP_BET_11/OOP_RAISE_35,River,"['Fold', 'Call', 'Raise 93']",60,IP,AhTh,Fold
7836,SB/3.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/3d/OOP_CHECK/IP_BET_12/OOP_RAISE_38/IP_CALL/dealcards/Jc/OOP_CHECK,River,"['Check', 'Raise 54']",87,IP,Ac7h,Raise 54
7837,CO/2.3bb/BB/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 4']",5,IP,QhTd,Check
7838,BTN/2.5bb/BB/call,QcAdKh,Ts,Tc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/Tc/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Ks4s,Check
7839,UTG/2.0bb/BTN/call,JsKs5d,Jd,8s,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/8s/OOP_CHECK/IP_BET_29,River,"['Fold', 'Call', 'Raise 81']",68,OOP,Kh5h,Fold
7840,UTG/2.0bb/CO/6.5bb/UTG/call,JsKs5d,8h,3c,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_17/OOP_RAISE_37,Turn,"['Fold', 'Call', 'Raise 86']",82,IP,AhAc,Raise 86
7841,SB/3.0bb/BB/call,Ks7h2d,Jc,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/7c/OOP_BET_26/IP_RAISE_74,River,"['Fold', 'Call']",152,OOP,KhKd,Call
7842,SB/3.0bb/BB/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,Qs2s,Bet 5
7843,SB/3.0bb/BB/call,Td6h4h,8d,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/8d/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Qd/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,AsTc,Check
7844,UTG/2.0bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Qs/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 39', 'Raise 74']",51,IP,Kd6d,Check
7845,SB/3.0bb/BB/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_BET_8/IP_CALL/dealcards/2c/OOP_BET_11/IP_RAISE_40,River,"['Fold', 'Call', 'Raise 89']",73,OOP,Jc7c,Fold
7846,HJ/2.0bb/CO/6.5bb/HJ/call,7d6c4h,Qs,7c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_22/OOP_RAISE_44,Turn,"['Fold', 'Call', 'Raise 90']",86,IP,JsJd,Fold
7847,UTG/2.0bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/6s/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 20']",23,IP,9h9c,Check
7848,HJ/2.0bb/CO/6.5bb/HJ/call,8h8cTc,As,4d,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/As/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 27']",32,IP,AcKs,Raise 27
7849,HJ/2.0bb/BTN/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ac/OOP_BET_4/IP_CALL/dealcards/Qc/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 94']",45,OOP,KdJs,Raise 94
7850,CO/2.3bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_BET_2/IP_RAISE_8/OOP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_16,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 89']",37,OOP,5s2s,Fold
7851,CO/2.3bb/BB/call,Ks7h2d,Jc,7c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Jc/OOP_BET_7/IP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 95']",38,OOP,QsTh,Call
7852,UTG/2.0bb/BTN/call,Td6h4h,8d,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/8d/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Qd/OOP_BET_16,River,"['Fold', 'Call', 'Raise 58', 'Raise 85']",47,IP,6s6c,Call
7853,BTN/2.5bb/BB/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Jd/OOP_CHECK/IP_BET_23/OOP_RAISE_84,Turn,"['Fold', 'Call']",138,IP,Ac4c,Fold
7854,UTG/2.0bb/CO/6.5bb/UTG/call,Js8d3c,9d,2h,IP,OOP_BET_7/IP_RAISE_16/OOP_CALL/dealcards/9d/OOP_BET_28,Turn,"['Fold', 'Call', 'Raise 77']",74,IP,KhKd,Raise 77
7855,SB/3.0bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_CHECK/IP_CHECK/dealcards/Qs/OOP_BET_5/IP_CALL/dealcards/5s/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,Th8d,Bet 12
7856,HJ/2.0bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/9s/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Kc/OOP_CHECK,River,"['Check', 'Bet 12']",15,IP,9h8h,Check
7857,HJ/2.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/Qh/OOP_BET_18,River,"['Fold', 'Call', 'Raise 82']",51,IP,5s5h,Raise 82
7858,HJ/2.0bb/BTN/call,Js8d3c,9d,Jd,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_4/IP_CALL/dealcards/Jd/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 94']",45,OOP,7s7c,Fold
7859,BTN/2.5bb/BB/call,Ad8d3d,Kh,Jc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kh/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,JsJh,Check
7860,SB/3.0bb/BB/call,6s8d7c,Js,Ac,OOP,OOP_BET_2/IP_CALL/dealcards/Js/OOP_CHECK,Turn,"['Check', 'Bet 8', 'Bet 13']",10,IP,Ah5d,Check
7861,BTN/2.5bb/BB/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2d/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,JsJc,Check
7862,BTN/2.5bb/BB/call,JcJh4s,4d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/4d/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Ac7h,Check
7863,HJ/2.0bb/BTN/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/2c/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 85']",105,OOP,KcJc,Fold
7864,CO/2.3bb/BB/call,5c2d3h,Ad,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_BET_4/IP_CALL/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,KcTd,Check
7865,HJ/2.0bb/BTN/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/2c/OOP_CHECK/IP_BET_29,River,"['Fold', 'Call', 'Raise 81']",68,OOP,QhJc,Fold
7866,CO/2.3bb/BB/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Js/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/Ac/OOP_BET_12/IP_RAISE_43,River,"['Fold', 'Call', 'Raise 88']",76,OOP,AsJd,Call
7867,BTN/2.5bb/BB/call,QcAdKh,3d,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Ah4c,Check
7868,BTN/2.5bb/BB/call,Js8d3c,9d,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/2h/OOP_BET_20,River,"['Fold', 'Call', 'Raise 80']",59,IP,AcTh,Fold
7869,HJ/2.0bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_BET_3/IP_CALL/dealcards/Kc/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,AsTh,Check
7870,BTN/2.5bb/BB/call,4s4h3h,Jh,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_6/IP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,Ac8s,Check
7871,BTN/2.5bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_BET_11/OOP_RAISE_31,Turn,"['Fold', 'Call', 'Raise 95']",51,IP,Ah8s,Fold
7872,CO/2.3bb/BB/call,Td6h4h,8d,Qd,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/8d/OOP_CHECK/IP_BET_16/OOP_CALL/dealcards/Qd/OOP_CHECK/IP_BET_34,River,"['Fold', 'Call', 'Raise 77']",75,OOP,6s4s,Call
7873,UTG/2.0bb/BB/call,Jh4h5s,2d,Qc,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/2d/OOP_BET_8,Turn,"['Fold', 'Call', 'Raise 25']",18,IP,Ah8h,Call
7874,UTG/2.0bb/BTN/call,4s4h3h,Jh,Js,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/Jh/OOP_CHECK,Turn,"['Check', 'Bet 16', 'Bet 26']",21,IP,9h9d,Check
7875,CO/2.3bb/BB/call,9dTs8s,5d,2d,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5d/OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK,River,"['Check', 'Bet 7']",9,IP,Kc3c,Bet 7
7876,BTN/2.5bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_6/IP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,KdQc,Bet 13
7877,SB/3.0bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/Kc/OOP_BET_26/IP_RAISE_74,River,"['Fold', 'Call']",152,OOP,JdTs,Fold
7878,SB/3.0bb/BB/10.0bb/SB/call,Jh4h5s,2d,Ac,IP,OOP_CHECK/IP_BET_10/OOP_RAISE_23/IP_CALL/dealcards/2d/OOP_CHECK,Turn,"['Check', 'Bet 40', 'Raise 67']",66,IP,AhQc,Check
7879,CO/2.3bb/BB/call,Qc8cAc,3c,Ah,OOP,OOP_BET_2/IP_CALL/dealcards/3c/OOP_BET_11,Turn,"['Fold', 'Call', 'Raise 31']",20,IP,Ks3s,Fold
7880,SB/3.0bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_12/OOP_RAISE_38/IP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Raise 54']",87,IP,Kd6d,Check
7881,HJ/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 3']",4,IP,KcQd,Bet 3
7882,HJ/2.0bb/BTN/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Ks/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 85']",105,OOP,QdJc,Fold
7883,BTN/2.5bb/BB/call,9dTs8s,Jh,Ac,OOP,OOP_BET_2/IP_CALL/dealcards/Jh/OOP_BET_11,Turn,"['Fold', 'Call', 'Raise 31']",20,IP,Kd2d,Fold
7884,HJ/2.0bb/BB/call,Ad9h8h,2h,5c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/5c/OOP_BET_7,River,"['Fold', 'Call', 'Raise 25']",21,IP,Kh7h,Raise 25
7885,BTN/2.5bb/BB/call,Th3s2d,5d,3c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_16/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 34']",41,IP,Js9d,Check
7886,BTN/2.5bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_BET_6/IP_CALL/dealcards/Jc/OOP_BET_9/IP_RAISE_32,River,"['Fold', 'Call', 'Raise 91']",58,OOP,JdTs,Raise 91
7887,CO/2.3bb/BB/call,5c2d3h,Ad,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_BET_4/IP_CALL/dealcards/7c/OOP_BET_7,River,"['Fold', 'Call', 'Raise 25']",20,IP,Js8s,Fold
7888,HJ/2.0bb/BB/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/5c/OOP_BET_30,River,"['Fold', 'Call', 'Raise 70']",87,IP,AcTs,Fold
7889,HJ/2.0bb/CO/6.5bb/HJ/call,9s7s4c,Ah,8c,IP,OOP_CHECK/IP_CHECK/dealcards/Ah/OOP_CHECK,Turn,"['Check', 'Bet 8', 'Bet 15']",14,IP,Ad4d,Bet 8
7890,CO/2.3bb/SB/11.5bb/CO/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/6h/OOP_BET_20/IP_RAISE_44,Turn,"['Fold', 'Call', 'Raise 83']",98,OOP,KdQd,Raise 83
7891,HJ/2.0bb/CO/6.5bb/HJ/call,Td6h4h,8d,2c,IP,OOP_BET_3/IP_RAISE_10/OOP_CALL/dealcards/8d/OOP_BET_37,Turn,"['Fold', 'Call', 'Raise 83']",71,IP,QsQc,Raise 83
7892,UTG/2.0bb/BTN/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_CHECK/IP_BET_6,Turn,"['Fold', 'Call', 'Raise 17']",11,OOP,AsKc,Raise 17
7893,CO/2.3bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/Qs/OOP_BET_16,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 89']",37,IP,QhTd,Call
7894,UTG/2.0bb/BTN/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/3c/OOP_BET_9/IP_RAISE_32,River,"['Fold', 'Call', 'Raise 92']",58,OOP,AcTd,Call
7895,HJ/2.0bb/BB/call,Qc8cAc,Kh,Jh,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_18/OOP_RAISE_51,Turn,"['Fold', 'Call', 'Raise 93']",83,IP,As3s,Fold
7896,SB/3.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_BET_5/IP_CALL/dealcards/Qd/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,9s8d,Bet 12
7897,SB/3.0bb/BB/call,5c5dAh,3h,Kh,OOP,OOP_CHECK/IP_CHECK/dealcards/3h/OOP_CHECK/IP_BET_8/OOP_RAISE_23/IP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_39,River,"['Fold', 'Call', 'Raise 74']",91,OOP,Jh9h,Call
7898,HJ/2.0bb/BB/call,4s4h3h,Jh,8c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jh/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,KsJs,Check
7899,BTN/2.5bb/BB/call,Td6h4h,8d,Qd,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/8d/OOP_BET_10,Turn,"['Fold', 'Call', 'Raise 32']",23,IP,AcQd,Fold
7900,UTG/2.0bb/BB/call,Js8d3c,Kd,8h,OOP,OOP_BET_1/IP_RAISE_5,Flop,"['Fold', 'Call', 'Raise 14']",10,OOP,KsJd,Call
7901,CO/2.3bb/BTN/7.5bb/CO/call,6s8d7c,Js,2s,IP,OOP_CHECK,Flop,"['Check', 'Bet 3', 'Bet 8']",16,IP,Kh9h,Bet 8
7902,CO/2.3bb/BB/call,Jh4h5s,2d,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_BET_4/IP_CALL/dealcards/Qc/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 93']",45,OOP,QdTs,Call
7903,CO/2.3bb/BB/call,JcJh4s,Ts,8c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,QcTd,Check
7904,CO/2.3bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/Kc/OOP_CHECK/IP_BET_29/OOP_RAISE_80,River,"['Fold', 'Call']",148,IP,KhQc,Call
7905,UTG/2.0bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/8d/OOP_CHECK/IP_BET_18,River,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,OOP,Qc5c,Fold
7906,SB/3.0bb/BB/call,4s4h3h,Jh,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_5/IP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,8d7d,Check
7907,BTN/2.5bb/BB/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_4/IP_CALL/dealcards/3s/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,AsTc,Check
7908,BTN/2.5bb/BB/call,Th3s2d,5d,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_BET_4/IP_CALL/dealcards/Ks/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,AhQd,Check
7909,UTG/2.0bb/BTN/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/8d/OOP_CHECK/IP_BET_13/OOP_RAISE_41,River,"['Fold', 'Call', 'Raise 92']",71,IP,ThTd,Raise 92
7910,BTN/2.5bb/BB/call,9s7s4c,Ah,8c,OOP,OOP_BET_4/IP_RAISE_13,Flop,"['Fold', 'Call', 'Raise 33']",22,OOP,As2s,Call
7911,SB/3.0bb/BB/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_BET_5,Turn,"['Fold', 'Call', 'Raise 16']",11,OOP,AsQc,Fold
7912,CO/2.3bb/BTN/7.5bb/CO/call,9s7s4c,6s,Ks,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/6s/OOP_CHECK,Turn,"['Check', 'Bet 13', 'Bet 24']",22,IP,Ah2h,Bet 13
7913,BTN/2.5bb/BB/call,Js8d3c,Kd,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Ah/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 84']",105,OOP,5c4c,Fold
7914,BTN/2.5bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Qs/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Ah8s,Check
7915,CO/2.3bb/BB/13.5bb/CO/call,9s7s4c,Ah,8c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ah/OOP_CHECK/IP_BET_41,Turn,"['Fold', 'Call', 'Raise 81']",78,OOP,AsKc,Raise 81
7916,UTG/2.0bb/BB/call,JsKs5d,8h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/8h/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 3']",4,IP,KcQd,Bet 3
7917,UTG/2.0bb/BTN/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/6h/OOP_CHECK/IP_BET_23,River,"['Fold', 'Call', 'Raise 85']",54,OOP,As3s,Raise 85
7918,UTG/2.0bb/CO/6.5bb/UTG/call,Ad8d3d,Kh,Jc,IP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_8,Turn,"['Fold', 'Call', 'Raise 18']",22,IP,JhJd,Call
7919,CO/2.3bb/BTN/7.5bb/CO/call,JsKs5d,Jd,8s,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Jd/OOP_CHECK,Turn,"['Check', 'Bet 13', 'Bet 24']",22,IP,AdKh,Check
7920,UTG/2.0bb/BB/call,Ks7h2d,Jc,Qc,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jc/OOP_BET_5/IP_RAISE_16/OOP_CALL/dealcards/Qc/OOP_BET_19/IP_RAISE_81,River,"['Fold', 'Call']",137,OOP,JdTh,Fold
7921,HJ/2.0bb/BTN/call,Qc8cAc,3c,Ah,OOP,OOP_BET_2/IP_CALL/dealcards/3c/OOP_CHECK/IP_BET_11/OOP_RAISE_31,Turn,"['Fold', 'Call', 'Raise 96']",51,IP,JcTc,Call
7922,BTN/2.5bb/SB/12.0bb/BTN/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/Js/OOP_CHECK/IP_BET_31,Turn,"['Fold', 'Call', 'Raise 75']",82,OOP,AdQh,Fold
7923,UTG/2.0bb/BTN/call,Jh4h5s,2d,Ac,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/2d/OOP_BET_23/IP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Raise 62']",64,IP,TsTd,Raise 62
7924,BTN/2.5bb/BB/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_CHECK/IP_CHECK/dealcards/4d/OOP_CHECK,River,"['Check', 'Bet 4']",5,IP,Tc7c,Bet 4
7925,BTN/2.5bb/SB/12.0bb/BTN/call,4s4h3h,9s,Js,OOP,OOP_BET_13/IP_RAISE_30,Flop,"['Fold', 'Call', 'Raise 58', 'Raise 88']",68,OOP,KcQd,Fold
7926,CO/2.3bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5h/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Raise 64']",69,IP,AcKd,Check
7927,UTG/2.0bb/BTN/call,Td6h4h,Kh,8c,OOP,OOP_BET_4/IP_CALL/dealcards/Kh/OOP_BET_10/IP_RAISE_32,Turn,"['Fold', 'Call', 'Raise 94']",55,OOP,AsJs,Fold
7928,SB/3.0bb/BB/call,9dTs8s,5d,2d,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_CHECK/IP_BET_8,Turn,"['Fold', 'Call', 'Raise 23']",14,OOP,7h6h,Raise 23
7929,UTG/2.0bb/CO/6.5bb/UTG/call,JsKs5d,8h,3c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_22/OOP_RAISE_44,Turn,"['Fold', 'Call', 'Raise 90']",86,IP,ThTc,Raise 90
7930,HJ/2.0bb/BTN/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_10/OOP_RAISE_32/IP_CALL/dealcards/3c/OOP_CHECK/IP_RAISE_62,River,"['Fold', 'Call']",135,OOP,Ks8s,Fold
7931,SB/3.0bb/BB/call,Ad9h8h,2h,5c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/2h/OOP_CHECK/IP_CHECK/dealcards/5c/OOP_CHECK,River,"['Check', 'Bet 12']",16,IP,Th9d,Check
7932,SB/3.0bb/BB/call,Ad8d3d,Kh,5d,OOP,OOP_BET_2/IP_RAISE_9/OOP_CALL/dealcards/Kh/OOP_CHECK,Turn,"['Check', 'Bet 18', 'Bet 30']",24,IP,Ac4h,Check
7933,UTG/2.0bb/BB/call,Td6h4h,8d,Qd,OOP,OOP_BET_3/IP_CALL/dealcards/8d/OOP_BET_8/IP_RAISE_25,Turn,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,OOP,6d5d,Raise 95
7934,HJ/2.0bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/2s/OOP_BET_11/IP_RAISE_40,River,"['Fold', 'Call', 'Raise 89']",72,OOP,As3s,Raise 89
7935,CO/2.3bb/BTN/call,Td6h4h,8d,2c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8d/OOP_CHECK/IP_BET_12/OOP_CALL/dealcards/2c/OOP_BET_20/IP_RAISE_80,River,"['Fold', 'Call']",135,OOP,AhJh,Fold
